station_name,station_id,station_operator,prov,lat,lon,elev,climate_id,WMO_id,TC_id,date,year,month,dir_max_gust,dir_max_gust_flag,extr_max_temp,extr_max_temp_flag,extr_min_temp,extr_min_temp_flag,mean_max_temp,mean_max_temp_flag,mean_min_temp,mean_min_temp_flag,mean_temp,mean_temp_flag,snow_grnd_last_day,snow_grnd_last_day_flag,spd_max_gust,spd_max_gust_flag,total_precip,total_precip_flag,total_rain,total_rain_flag,total_snow,total_snow_flag
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-01-01,1961,01,34,,3.9,,-35.6,,-12.1,,-21.6,,-16.9,,13,,72,,2.8,,0,T,4.6,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-02-01,1961,02,18,,3.9,,-28.3,S,-6.6,,-15.8,,-11.2,,46,,71,,41.7,,0,T,47.5,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-03-01,1961,03,16,,11.1,,-23.3,,0.5,,-8.9,,-4.2,,0,T,82,,13.5,,12.4,,1.5,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-04-01,1961,04,16,,18.3,,-14.4,,6.6,,-3.6,,1.5,,0,,82,,43.2,,35.1,,7.6,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-05-01,1961,05,2,,31.7,,-6.7,S,18.9,,3.4,,11.2,,0,,84,,9.9,,9.9,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-06-01,1961,06,36,,36.1,,5,,27.5,,11.4,,19.5,,0,,74,S,3.3,,3.3,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-07-01,1961,07,23,,33.9,,7.2,,26.3,,14.1,,20.2,,0,,80,,83.6,,83.6,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-08-01,1961,08,32,,36.1,,7.8,,29.5,,13.6,,21.6,,0,,69,,4.1,,4.1,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-09-01,1961,09,18,,28.9,,-6.1,,17.5,,5,,11.3,,0,,69,,58.4,,58.4,,0,T
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-10-01,1961,10,16,,29.4,,-8.9,,12.9,,0.2,,6.6,,0,,93,,25.4,,25.4,,0,T
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-11-01,1961,11,32,,15.6,,-18.3,,1.9,,-8,,-3.1,,0,T,95,,4.3,,0.3,,4.1,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1961-12-01,1961,12,16,,-2.2,S,-31.1,,-11.5,,-21.6,,-16.6,,25,,69,,30.7,,0.3,,30.7,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-01-01,1962,01,36,,2.8,,-37.2,S,-13.7,,-26.5,,-20.1,,51,,84,,22.1,,0,T,35.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-02-01,1962,02,2,,2.8,,-37.8,,-13.8,,-25.3,,-19.6,,61,,71,,39.9,,0.3,,50,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-03-01,1962,03,18,,4.4,,-37.8,,-2.7,,-13.1,,-7.9,,28,,77,,30.2,,2,,33,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-04-01,1962,04,16,,23.3,,-18.3,,5.8,,-5.3,,0.3,,0,,90,,17,,7.4,,13.7,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-05-01,1962,05,27,,25,,-1.7,,16.4,,5.3,,10.9,,0,,92,,132.3,,131.6,,0.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-06-01,1962,06,16,,32.8,,2.8,,24.3,,12.4,,18.4,,0,,87,,53.6,,53.6,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-07-01,1962,07,32,,28.9,,7.8,,24.4,,12.9,,18.7,,0,,82,,155.2,,155.2,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-08-01,1962,08,29,,30.6,,6.7,S,24.2,,12.7,,18.5,,0,,103,,173.5,,173.5,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-09-01,1962,09,16,,28.3,,-2.2,,18.2,,6.1,,12.2,,0,,84,,15.7,,15.7,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-10-01,1962,10,32,,24.4,S,-7.2,,14.1,,2.2,,8.2,,0,,101,S,18.5,,14.5,,4.1,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-11-01,1962,11,32,,9.4,,-12.8,,2.1,,-5.2,,-1.6,,3,,92,,54.6,,36.1,,21.3,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1962-12-01,1962,12,18,,5,,-28.3,,-7.5,,-16.7,,-12.1,,5,,77,,10.7,,0.8,,10.9,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-01-01,1963,01,18,,3.9,,-35.6,,-15.7,,-24.8,,-20.3,,5,,69,,6.6,,0.5,,8.9,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-02-01,1963,02,32,,7.2,,-31.7,S,-11.1,,-22.4,,-16.8,,15,,76,,29.5,,2.5,,36.3,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-03-01,1963,03,29,,18.9,,-28.9,,1.2,,-12.1,,-5.5,,0,,92,,18.5,,0,T,30.7,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-04-01,1963,04,36,,22.2,,-8.9,,10.8,,-1,,4.9,,0,,106,,90.4,,89.7,,0.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-05-01,1963,05,36,,31.1,,-5.6,,16.4,,3.4,,9.9,,0,,95,,65.8,,60.5,,4.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-06-01,1963,06,16,,31.7,,5.6,S,24.6,,13.4,,19,,0,,89,,87.1,,87.1,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-07-01,1963,07,23,,33.9,,8.3,,28,,15.6,,21.8,,0,,100,,53.8,,53.8,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-08-01,1963,08,16,,32.2,S,6.1,,26.1,,13,,19.6,,0,,87,,53.1,,53.1,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-09-01,1963,09,5,,31.1,S,0.6,,21.9,,7.3,,14.6,,0,,76,,16,,16,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-10-01,1963,10,27,,27.8,,-4.4,,19.5,,6.1,,12.8,,0,,79,,20.1,,20.1,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-11-01,1963,11,14,,13.9,,-21.1,,3.6,,-6.6,,-1.5,,5,,80,,14.7,,3.3,,13.2,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1963-12-01,1963,12,36,,3.9,,-34.4,,-11.6,,-20.7,,-16.2,,25,,64,,26.7,,0,T,31.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-01-01,1964,01,18,,3.9,,-35.6,,-9.2,,-19.9,,-14.6,,23,,64,,16.8,,1.5,,19.6,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-02-01,1964,02,36,,3.3,S,-31.1,,-6.3,,-19.2,,-12.8,,13,,76,,5.1,,0,,5.6,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-03-01,1964,03,36,,6.7,,-29.4,,-5.4,,-18.6,,-12,,46,,93,,50.3,,1,,55.1,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-04-01,1964,04,36,,23.9,,-7.8,S,10.2,,-0.6,,4.8,,0,,103,,54.4,,29.2,,22.1,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-05-01,1964,05,23,,36.1,,-4.4,,19.7,,5.1,,12.4,,0,,98,,34,,34,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-06-01,1964,06,25,,33.3,,-3.3,,21.9,,8.6,,15.3,,0,,85,,119.1,,119.1,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-07-01,1964,07,34,,32.8,,6.7,,27,,14.4,,20.7,,0,,97,,22.4,,22.4,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-08-01,1964,08,36,,36.7,,2.8,,22.7,,10.3,,16.5,,0,,77,,71.1,,71.1,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-09-01,1964,09,29,,27.8,,-5,,17.6,,4.4,,11,,0,,80,S,34.5,,34.5,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-10-01,1964,10,27,,28.3,,-7.8,,12.4,,0.6,,6.5,,0,,101,,5.8,,5.8,,0,T
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-11-01,1964,11,32,,13.9,,-28.9,,0.2,,-9.1,,-4.5,,15,,64,S,15.7,,2.3,,19.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1964-12-01,1964,12,14,,-2.2,,-36.1,,-13.3,,-24.1,,-18.7,,30,,71,S,30.5,,0,T,45.5,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-01-01,1965,01,18,,-1.7,S,-35,S,-15.9,,-27.2,,-21.6,,36,,77,,5.6,,0,T,9.9,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-02-01,1965,02,32,,3.9,,-33.9,,-12.2,,-23.4,,-17.8,,41,,129,,14,,0.3,,19.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-03-01,1965,03,34,,1.1,,-29.4,S,-7.7,,-19.8,,-13.8,,33,,58,S,13.5,,0,T,18.3,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-04-01,1965,04,34,,24.4,,-7.2,,7.9,,-1.2,,3.4,,0,,74,,64.8,,44.5,,23.1,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-05-01,1965,05,16,,30.6,,-6.1,,16.9,,3.6,,10.3,,0,,95,,91.4,,90.4,,1.3,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-06-01,1965,06,18,,28.3,,2.2,,23.3,,10.4,,16.9,,0,,76,,60.2,,60.2,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-07-01,1965,07,32,,29.4,,5,,24.1,,11.9,,18,,0,,72,,80,,80,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-08-01,1965,08,34,,35.6,,0.6,,24.5,,10.1,,17.3,,0,,76,,34.5,,34.5,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-09-01,1965,09,32,,22.2,,-7.2,,13.6,,2.4,,8,,0,,72,,64.8,,64.8,,0,T
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-10-01,1965,10,32,,21.7,,-6.7,,13.3,,0.8,,7.1,,0,,89,,14.5,,14.5,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-11-01,1965,11,32,,15.6,,-21.1,,-2.1,,-12.6,,-7.4,,46,,82,,44.2,,0,T,60.2,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1965-12-01,1965,12,18,,5.6,,-27.2,S,-5.3,,-14.6,,-10,,48,,85,,38.4,,0,T,44.7,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-01-01,1966,01,32,,-10,,-42.2,,-21.1,,-32.2,,-26.7,,58,,68,,9.4,,0,,12.4,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-02-01,1966,02,18,,1.7,,-45,,-12.5,,-25.3,,-18.9,,33,,61,S,10.4,,0,T,13.7,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-03-01,1966,03,36,,8.9,,-27.2,,-0.6,,-10.5,,-5.6,,5,,113,,40.9,,0.5,,40.4,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-04-01,1966,04,27,,17.8,,-9.4,,5.7,,-3.3,,1.2,,10,,87,,47,,11.2,,37.1,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-05-01,1966,05,18,,29.4,,-10.6,,14.9,,2.7,,8.8,,0,,80,,38.1,,35.6,,4.1,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-06-01,1966,06,9,,34.4,,1.7,,23.9,,10.9,,17.4,,0,,87,,35.8,,35.8,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-07-01,1966,07,29,,32.2,,10.6,,26.5,,14.9,,20.7,,0,,74,,85.9,,85.9,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-08-01,1966,08,29,,33.9,,5.6,,24.7,,11.1,,17.9,,0,,82,,105.2,,105.2,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-09-01,1966,09,29,,28.3,,-1.7,,20.5,,6.6,,13.6,,0,,72,,18,,18,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-10-01,1966,10,29,,26.1,,-11.7,,10.7,,-0.6,,5.1,,0,,84,,21.6,,16.8,,4.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-11-01,1966,11,18,,2.8,,-26.7,,-4.6,,-15.1,,-9.9,,8,,71,,26.2,,4.6,,23.6,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1966-12-01,1966,12,32,,0.6,S,-31.7,,-10.5,,-20.8,,-15.7,,25,,80,,21.1,,0.5,,21.1,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-01-01,1967,01,18,,0.6,,-35.6,,-11.9,,-22.7,,-17.3,,41,,77,,20.6,,0,T,23.4,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-02-01,1967,02,18,,3.3,,-38.9,S,-14.6,,-27.6,,-21.1,,46,,76,,9.4,,0,T,10.4,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-03-01,1967,03,18,,17.2,,-29.4,,-2.7,,-14.8,,-8.8,,3,,97,,17.5,,0,T,20.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-04-01,1967,04,32,,16.1,,-22.2,,5.7,,-4.9,,0.4,,0,,76,,72.6,,56.9,,19.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-05-01,1967,05,2,,27.8,,-10.6,,14.9,,1.1,,8,,0,,84,,28.2,,5.6,,23.1,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-06-01,1967,06,29,,29.4,S,0.6,,23,,8.7,,15.9,,0,,127,,50.3,,50.3,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-07-01,1967,07,20,,34.4,S,4.4,S,25.7,,11.8,,18.8,,0,,100,,111,,111,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-08-01,1967,08,34,,34.4,,2.8,,25.1,,9.9,,17.5,,0,,89,,57.2,,57.2,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-09-01,1967,09,18,,31.1,,-3.3,,22.9,,8.3,,15.6,,0,,98,,22.6,,22.6,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-10-01,1967,10,18,,22.8,,-6.7,S,8.8,,0,,4.4,,3,,93,,45.2,,37.8,,7.4,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-11-01,1967,11,18,,9.4,,-21.7,,-0.1,,-7.2,,-3.7,,5,,79,,14.7,,3,,13,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1967-12-01,1967,12,32,,5.6,,-37.8,,-7.9,,-15.6,,-11.8,,15,,68,,21.1,,2.5,,21.6,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-01-01,1968,01,18,,3.3,S,-40.6,S,-12.9,,-23.8,,-18.4,,20,,84,,21.3,,1.5,,23.9,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-02-01,1968,02,34,,0,,-33.9,,-11.5,,-23,,-17.3,,18,,77,,4.8,,0,T,6.4,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-03-01,1968,03,36,,14.4,,-26.1,,1.9,,-9.5,,-3.8,,0,,89,,13.2,,3.8,,11.2,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-04-01,1968,04,18,,25,,-12.8,,10.6,,-2.9,,3.9,,0,,85,,32.3,,26.2,,6.4,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-05-01,1968,05,36,,28.9,,-8.3,,15.9,,2.8,,9.4,,0,,82,,99.1,,89.7,,8.9,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-06-01,1968,06,23,,32.8,,2.8,,21.6,,9.1,,15.4,,0,,87,,82.8,,82.8,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-07-01,1968,07,25,,32.2,,3.3,,23.9,,11.3,,17.6,,0,,106,,143.8,,143.8,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-08-01,1968,08,36,,27.8,,2.2,,20.6,,10.4,,15.5,,0,,69,,143,,143,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-09-01,1968,09,16,,28.9,,2.8,S,19.3,,8,,13.7,,0,,64,,58.7,,58.7,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-10-01,1968,10,36,,20,,-5.6,,10.5,,0.8,,5.7,,0,,80,,40.4,,37.1,,2.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-11-01,1968,11,18,,9.4,,-18.3,S,1.4,,-6.2,,-2.4,,0,,71,,3.8,,0,T,5.3,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1968-12-01,1968,12,32,,2.2,,-33.3,,-10.2,,-19.3,,-14.8,,5,,84,,8.9,,0,,10.9,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-01-01,1969,01,34,,-2.2,S,-37.8,,-16.4,,-27.4,,-21.9,,48,,63,,47.5,,0,T,54.4,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-02-01,1969,02,32,,1.1,,-37.2,,-8.7,,-19.1,,-13.9,,25,,68,,8.6,,0,T,10.9,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-03-01,1969,03,36,,2.8,,-26.1,,-4.9,,-16.6,,-10.8,,15,,63,,9.9,,0,T,10.9,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-04-01,1969,04,18,,21.1,,-17.8,,12.4,,-0.7,,5.9,,0,,68,,25.4,,25.4,,0,T
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-05-01,1969,05,34,,32.8,,-3.9,,17.2,,3.7,,10.5,,0,,106,,76.7,,76.7,,0,T
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-06-01,1969,06,2,,26.7,,-1.7,,18.4,,5.9,,12.2,,0,,71,,104.9,,104.6,,0.3,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-07-01,1969,07,34,,34.4,,7.2,S,24.2,,12.8,,18.5,,0,,60,,101.3,,101.3,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-08-01,1969,08,29,,36.7,,6.7,,27.3,,14.4,,20.9,,0,,89,,57.2,,57.2,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-09-01,1969,09,18,,29.4,,-2.8,,18.7,,6.7,,12.7,,0,,71,S,61,,61,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-10-01,1969,10,32,,13.3,S,-8.3,S,6.1,,-1.2,,2.5,,0,,60,,27.2,,21.3,,6.9,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-11-01,1969,11,32,,14.4,,-18.9,,1.2,,-7.8,,-3.3,,3,,68,S,9.4,,0.3,,11.7,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1969-12-01,1969,12,32,,8.3,,-27.2,,-6.2,,-14.2,,-10.2,,13,,60,,18.8,,0,T,26.2,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-01-01,1970,01,18,,-1.7,,-38.3,,-14.8,,-25.1,,-20,,23,,56,S,22.9,,0,T,32.3,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-02-01,1970,02,16,,4.4,,-32.8,,-9.9,,-22.4,,-16.2,,15,,72,,15,,0,,16.5,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-03-01,1970,03,18,,2.2,,-31.1,,-6.4,,-19.7,,-13.1,,23,,53,S,27.4,,0,T,30.5,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-04-01,1970,04,29,,14.4,S,-21.7,,5.4,,-2.6,,1.4,,0,,100,,65.3,,18.3,,35.1,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-05-01,1970,05,34,,31.1,,-5.6,,15.2,,3.4,,9.3,,0,,76,,86.6,,86.1,,0.5,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-06-01,1970,06,34,,36.1,,4.4,,25.6,,12.2,,18.9,,0,,64,,50.5,,50.5,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-07-01,1970,07,20,,33.9,,7.8,,26.6,,14.4,,20.5,,0,,85,,69.6,,69.6,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-08-01,1970,08,18,,35.6,,3.9,,26.3,,11.4,,18.9,,0,,68,,74.9,,74.9,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-09-01,1970,09,36,,32.2,,-1.7,S,19.1,,6.6,,12.9,,0,,89,,112,,112,,0,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-10-01,1970,10,32,,20,S,-6.7,,11.2,,0.8,,6,,0,,72,,26.7,,22.4,,4.3,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-11-01,1970,11,18,,11.7,,-23.3,S,-0.7,,-8.8,,-4.8,,5,,87,,26.7,,14.2,,16.8,
WINNIPEG RICHARDSON INT'L A,3698,NA,MB,49.92,-97.23,238.7,5023222,71852,YWG,1970-12-01,1970,12,32,,0,,-33.9,S,-12.3,,-22.3,,-17.3,,20,,76,,23.4,,2.5,,27.7,
